Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,NOC Code
British Columbia,Low Wage,Volga Enterprises Inc.,"Richmond,  BC V6Y 2B6",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Vulmont Enterprises Holdings Ltd.,"Richmond,  BC V6V 1J8",Specialized cleaners,Unknown,1,2,6732
British Columbia,Low Wage,W 444 Operations Ltd.,"Richmond,  BC V6V 3A1",Administrative assistants,Unknown,1,1,1241
British Columbia,Low Wage,W2 Ventures Ltd,"Nakusp,  BC V0G 1R0",Other assisting occupations in support of health services,Unknown,1,1,3414
British Columbia,Low Wage,Wabukuro Enterprise Inc.,"Vancouver,  BC V6B 0E1",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Wah Fai Plumbing & Heating Inc.,"Vancouver,  BC V6A 1R5",Light duty cleaners,Unknown,1,1,6731
British Columbia,Low Wage,Waheguru Enterprises Ltd.,"Port Coquitlam,  BC V3C 1T6",Cooks,Unknown,1,2,6322
British Columbia,Low Wage,Wai-Spa Inc.,"Coquitlam,  BC V3B 8A9","Estheticians, electrologists and related occupations",Unknown,1,1,6562
British Columbia,Low Wage,Waitco Holdings Ltd,"Langford,  BC V9B 0X7",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Waitco Holdings Ltd,"Langford,  BC V9B 0X7","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Walcan Seafood Ltd.,"Heriot Bay,  BC V0P 1H0",Fish and seafood plant workers,Unknown,1,32,9463
British Columbia,Low Wage,Walia Enterprises Ltd.,"Surrey,  BC V3W 4G2","Labourers in food, beverage and associated products processing",Unknown,1,2,9617
British Columbia,Low Wage,Wandoocong Enterprises Ltd.,"Chilliwack,  BC V2R 3N4",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Wang Ga Ma Enterprises Ltd.,"Coquitlam,  BC V3K 3V8",Cooks,Unknown,1,2,6322
British Columbia,Low Wage,Waskesiu Boat Services Ltd,"Chilliwack,  BC V2P 1R3",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Waskesiu Boat Services Ltd,"Chilliwack,  BC V2P 1R3","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Watch Me Grow Child Care Centre Ltd.,"Coquitlam,  BC V3E 1C5",Early childhood educators and assistants,Unknown,1,1,4214
British Columbia,Low Wage,Water Hospitality Inc.,"Vancouver,  BC V6B 1B6",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Watermark Hospitality Management Inc.,"Osoyoos,  BC V0H 1V0",Cooks,Unknown,2,9,6322
British Columbia,Low Wage,Watermark Hospitality Management Inc.,"Osoyoos,  BC V0H 1V0",Light duty cleaners,Unknown,1,14,6731
British Columbia,Low Wage,Water'S Enterprises Ltd.,"Revelstoke,  BC V0E 2S1",Retail salespersons,Unknown,1,1,6421
British Columbia,Low Wage,Watson Childcare Centre Inc,"Chilliwack,  BC V2R 2H5",Early childhood educators and assistants,Unknown,1,1,4214
British Columbia,Low Wage,Waxthetics Place Ltd O/A Waxthetics,"Kelowna,  BC V1X 3C6",Hairstylists and barbers,Unknown,1,1,6341
British Columbia,Low Wage,We Do Laundry Services Inc.,"Vancouver,  BC V6B 1E8",Administrative assistants,Unknown,1,1,1241
British Columbia,Low Wage,Weather-Seal Construction Ltd.,"Burnaby,  BC V5C 4P1",Construction trades helpers and labourers,Unknown,1,7,7611
British Columbia,Low Wage,Wedo Enterprise Ltd.,"Burnaby,  BC V5H 4C2",Administrative assistants,Unknown,1,1,1241
British Columbia,Low Wage,Wei Shun Enterprises Ltd.,"Campbell River,  BC V9H 1E7",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Welcome Vietnam Restaurant Ltd,"Vernon,  BC V1T 9R1",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Welcome Vietnam Restaurant Ltd,"Vernon,  BC V1T 9R1","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Well Being Services (Cvsv) Ltd,"Courtenay,  BC V9N 7J3","Nurse aides, orderlies and patient service associates",Unknown,1,5,3413
British Columbia,Low Wage,Well Being Services (Wlsv) Ltd.,"Williams Lake,  BC V2G 5N1","Nurse aides, orderlies and patient service associates",Unknown,1,2,3413
British Columbia,Low Wage,Wellmade Homes Inc.,"Abbotsford,  BC, BC V2S 8J3",Construction trades helpers and labourers,Unknown,1,1,7611
British Columbia,Low Wage,West British Drywall Ltd,"Surrey,  BC V3V 1C7",Construction trades helpers and labourers,Unknown,1,2,7611
British Columbia,Low Wage,West Capilano Construction & Painting Corp,"Surrey,  BC V3W 5X1",Construction trades helpers and labourers,Unknown,1,2,7611
British Columbia,Low Wage,West Kelowna Taxi Services Ltd.,"Kelowna,  BC V1X 6E6",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Low Wage,West Point Pizza Ltd,"Vancouver,  BC V6E 2S1","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,West Unique Painting Ltd.,"Surrey,  BC V4N 0Z5",Painters and decorators (except interior decorators),Unknown,1,5,7294
British Columbia,Low Wage,Westcore Siding Ltd.,"Surrey,  BC V3V 7W3",Construction trades helpers and labourers,Unknown,1,2,7611
British Columbia,Low Wage,Western Human Resource Corp,"Kelowna,  BC V1Y 8T8",Social and community service workers,Unknown,1,1,4212
British Columbia,Low Wage,Western Restaurant Franchises Inc O/A A & W Restaurant,"Vancouver,  BC V6B 4M9",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Western Restaurant Franchises Inc O/A A & W Restaurant,"Vancouver,  BC V6B 4M9","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,5,6711
British Columbia,Low Wage,Westland Beauty Supplies Ltd.,"Surrey,  BC V3V 4N8",Material handlers,Unknown,1,1,7452
British Columbia,Low Wage,Westsyder Inn (1978) Ltd.,"Kamloops,  BC V2B 7X5",Cooks,Unknown,1,2,6322
British Columbia,Low Wage,Westwood Landscapes Inc,"Burnaby,  BC V5C 4Z6",Landscape and horticulture technicians and specialists,Unknown,2,2,2225
British Columbia,Low Wage,Westwood'S Elegancy Nail Studio Inc,"Coquitlam,  BC V3B 0B1","Estheticians, electrologists and related occupations",Unknown,1,2,6562
British Columbia,Low Wage,Wet Coast Interiors Ltd.,"Aldergrove,  BC V4W 3L5",Construction trades helpers and labourers,Unknown,1,1,7611
British Columbia,Low Wage,Wet Coast Mobile Food Services Limited,"Vancouver,  BC V5L 1S5",Cooks,Unknown,1,3,6322
British Columbia,Low Wage,Wet Whistle Enterprises,"Port Coquitlam,  BC V3C 6N2",Retail sales supervisors,Unknown,1,2,6211
British Columbia,Low Wage,Wgp-210 Holdings Ltd,"Kelowna,  BC V1X 7G5",Food service supervisors,Unknown,5,6,6311
British Columbia,Low Wage,Wgp-210 Holdings Ltd,"Kelowna,  BC V1X 7G5",Bakers,Unknown,1,1,6332
British Columbia,Low Wage,Wheelhouse Foods Ltd.,"Langley,  BC V2Y 1A2",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Whistle Stop Holdings Ltd.,"Courtenay,  BC V9N 2M2",Maîtres d'hôtel and hosts/hostesses,Unknown,1,1,6511
British Columbia,Low Wage,Whistle Stop Holdings Ltd.,"Courtenay,  BC V9N 2M2",Food and beverage servers,Unknown,1,1,6513
British Columbia,Low Wage,Whistler Children'S Centre Society,"Whistler,  BC V0N 1B7",Early childhood educators and assistants,Unknown,1,1,4214
British Columbia,Low Wage,Whistler Cooks! Fine Foods Inc,"Whistler,  BC V8E 0J1",Cooks,Unknown,1,2,6322
British Columbia,Low Wage,Whistler'S Creekside Market Inc,"Whistler,  BC V0N 1B2",Cashiers,Unknown,1,1,6611
British Columbia,Low Wage,Whistler'S Creekside Market Inc,"Whistler,  BC V0N 1B2","Store shelf stockers, clerks and order fillers",Unknown,2,2,6622
British Columbia,Low Wage,White Moon Immigration Ltd.,"Surrey,  BC V3T  2X",Administrative assistants,Unknown,1,1,1241
British Columbia,Low Wage,White Rock Automotive Services Ltd.,"Surrey,  BC V4A 2J4",Other trades helpers and labourers,Unknown,1,1,7612
British Columbia,Low Wage,White Rock Drywall Ltd,"Delta,  BC V4C 1G3",Construction trades helpers and labourers,Unknown,1,1,7611
British Columbia,Low Wage,White Rock Return-It Depot Ltd.,"Surrey,  BC V4P 2B1",Administrative assistants,Unknown,1,1,1241
British Columbia,Low Wage,White Spot Limited,"Vancouver,  BC V5X 4E6",Restaurant and food service managers,Unknown,1,1,0631
British Columbia,Low Wage,White Spot Limited,"Vancouver,  BC V5X 4E6",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,White Touch Drywall Ltd.,"Delta,  BC V4C 2C7",Construction trades helpers and labourers,Unknown,1,2,7611
British Columbia,Low Wage,Wide Plank Hardwood Inc,"Chilliwack,  BC V2R 3W8",Woodworking machine operators,Unknown,1,1,9437
British Columbia,Low Wage,Wild Coast Daycare Ltd,"Victoria,  BC V8P 4J2",Early childhood educators and assistants,Unknown,1,1,4214
British Columbia,Low Wage,Wildsider North Coast Investments Inc,"Prince Rupert,  BC V8J 2W2",Food service supervisors,Unknown,1,2,6311
British Columbia,Low Wage,Wildwood Foods Ltd.,"Williams Lake,  BC V2G 4Z6",Administrative assistants,Unknown,1,1,1241
British Columbia,Low Wage,Will Be Done Enterprises,"Penticton,  BC V2A 5G4","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,6711
British Columbia,Low Wage,Willchris Kennels Ltd,"Surrey,  BC V3Z 1E7",Pet groomers and animal care workers,Unknown,1,2,6563
British Columbia,Low Wage,Willowbrook Academy Ltd,"Langley,  BC V2Y 1P6",Early childhood educators and assistants,Unknown,1,1,4214
British Columbia,Low Wage,Wing Qing Food Co Ltd,"Coquitlam,  BC V3B 5R5","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Wing Shun Co. Ltd,"Tsawwassen,  BC V4M 0B3",Cooks,Unknown,2,2,6322
British Columbia,Low Wage,Wing Shun Co. Ltd,"Tsawwassen,  BC V4M 0B3","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Wizcon Enterprises Ltd.,"Langley,  BC V4W 3X5",Construction trades helpers and labourers,Unknown,1,1,7611
British Columbia,Low Wage,Wonderful Waffle House Ltd.,"New Westminster,  BC V3L 3C3","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3,6711
British Columbia,Low Wage,Wonderland Tech And Toys Ltd,"Vancouver,  BC V6Z 2V1",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Low Wage,Woo Barbecue House Inc.,"Surrey,  BC V3Z 0R5",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Woodland Kitchen Cabinets Ltd.,"Mission,  BC V4S 0A1",Construction trades helpers and labourers,Unknown,1,4,7611
British Columbia,Low Wage,Woodpecker Kitchen Cabinets Ltd,"Surrey,  BC V3W 1M4",Construction trades helpers and labourers,Unknown,1,2,7611
British Columbia,Low Wage,World Foods Distribution Inc.,"Delta,  BC V4G 0A5",Material handlers,Unknown,1,2,7452
British Columbia,Low Wage,Wrcj Sushi Mori Restaurant Ltd,"Langley Township,  BC V2Y 4K5",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Wright Inspires Glass And Renovation Ltd.,"Surrey,  BC V3W 1Y2","Other products assemblers, finishers and inspectors",Unknown,1,1,9537
British Columbia,Low Wage,Wtc Burger Management Systems,"Squamish,  BC V8B 0K5",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Wtc Burger Management Systems,"Squamish,  BC V8B 0K5","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Wtc Group Inc.,"Delta,  BC V3M 6V1",Material handlers,Unknown,2,14,7452
British Columbia,Low Wage,Wynndel Foods Ltd,"Wynndel,  BC V0B 2N2",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Low Wage,Xingfutang Drink Canada Franchise Inc,"Vancouver,  BC V5Z 2W8",Administrative assistants,Unknown,1,1,1241
British Columbia,Low Wage,Xtreme Security Inc.,"Surrey,  BC V3V 4B9",Security guards and related security service occupations,Unknown,1,2,6541
British Columbia,Low Wage,Y.Grace Liu Inc.,"Vancouver,  BC V5Z 1K5",Accounting technicians and bookkeepers,Unknown,1,1,1311
British Columbia,Low Wage,Yale Sushi,"Chilliwack,  BC V2P 2M6",Restaurant and food service managers,Unknown,1,1,0631
British Columbia,Low Wage,Yale Sushi,"Chilliwack,  BC V2P 2M6",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Yaletown Brewing Company,"Vancouver,  BC V6B 2S2",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Yamako Enterprise Ltd,"Sechelt,  BC V0N 3A0",Cooks,Unknown,4,4,6322
British Columbia,Low Wage,Yamato Landscaping Inc.,"Surrey,  BC V4N 3H6",Landscape and horticulture technicians and specialists,Unknown,1,1,2225
British Columbia,Low Wage,Yammy Sushi Restaurant Ltd.,"Fort Nelson,  BC V0C 1R0","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Yard Ventures Inc.,"Vancouver,  BC V5X 3S7",Landscape and horticulture technicians and specialists,Unknown,2,2,2225
British Columbia,Low Wage,Yaru Sushi Inc.,"Whistler,  BC V8E 0N3",Cooks,Unknown,2,2,6322
British Columbia,Low Wage,Yas Constructions And Services Ltd.,"Surrey,  BC V3X 3G5",Construction trades helpers and labourers,Unknown,1,5,7611
British Columbia,Low Wage,Yasma Restaurant Inc.,"Vancouver,  BC V6G 3H1",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Yasma Restaurant Inc.,"Vancouver,  BC V6G 3H1",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Yasma Restaurant Inc.,"Vancouver,  BC V6G 3H1","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Yellow Mug Coffee Inc.,"Vancouver,  BC V6B 0E7","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,6711
British Columbia,Low Wage,Yeonho Foods Corporation,"Campbell River,  BC V9W 4E3",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Yeowoo2021 Kitchen,"Harrison Hot Springs,  BC V0M 1K0","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Yinghe Restaurant Ltd.,"Victoria,  BC V8W 1J8",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Yinghe Restaurant Ltd.,"Victoria,  BC V8W 1J8","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Yjk Enterprise Ltd.,"Langley Twp,  BC V2Y 0X7",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Ym Foods Ltd.,"Richmond,  BC V6X 3Z9","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,6711
British Columbia,Low Wage,Yo-Bones Bbq Catering Ltd.,"Vancouver,  BC V5R 5L5",Cooks,Unknown,1,2,6322
British Columbia,Low Wage,Yo-Bones Bbq Catering Ltd.,"Vancouver,  BC V5R 5L5",Food and beverage servers,Unknown,1,2,6513
British Columbia,Low Wage,Yogi'S Kitchen Food Services (Victoria) Ltd.,"Victoria,  BC V8T 4P6",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Yoon Cinnamon Centre Ltd.,"Langley,  BC V2Y 1P3","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,6711
British Columbia,Low Wage,Yoon'S Momo Restaurant Ltd.,"West Kelowna,  BC V4T 1P4",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Yori Holdings Ltd.,"Vancouver,  BC V7Y 1K8",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,You & Shin Enterprise Ltd,"Langley,  BC V2Y 1S7",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Young Men'S Christian Association Of Northern Bc,"Fort St. James,  BC V0J 1P0",Early childhood educators and assistants,Unknown,1,1,4214
British Columbia,Low Wage,Young Minds Child Care Inc.,"New Westminster,  BC V3M 1E6",Early childhood educators and assistants,Unknown,1,1,4214
British Columbia,Low Wage,Young Sun Enterprises Ltd.,"Vancouver,  BC V6M 3X2",Cooks,Unknown,2,2,6322
British Columbia,Low Wage,Yuyosoft Innovations Inc.,"Richmond,  BC V6X 3M1",Administrative assistants,Unknown,2,2,1241
British Columbia,Low Wage,Yuzu Bowl And Kitchen Ltd.,"Kelowna,  BC V1Y 2A7",Cooks,Unknown,2,2,6322
British Columbia,Low Wage,Zaatar W Zeit Foods Canada Inc.,"Vancouver,  BC V6C 1X6",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Zaika Tastes Of India Ltd,"Abbotsford,  BC V2S 2B7",Cooks,Unknown,1,1,6322
British Columbia,Low Wage,Zaremba Holdings Inc.,"North Vancouver,  BC V7J 1C6",Food service supervisors,Unknown,1,1,6311
British Columbia,Low Wage,Zed Security Ltd,"Kelowna,  BC V1X 0A4",Security guards and related security service occupations,Unknown,1,2,6541
British Columbia,Low Wage,Zee Electrical Ltd,"Surrey,  BC V3W 8J9",Construction trades helpers and labourers,Unknown,1,2,7611
British Columbia,Low Wage,Zel Construction Ltd.,"Vancouver,  BC V6P 6A6",Construction trades helpers and labourers,Unknown,1,1,7611
British Columbia,Low Wage,Zelco Painting Ltd.,"Surrey,  BC V3S 7M8",Painters and decorators (except interior decorators),Unknown,1,1,7294
British Columbia,Low Wage,Zhengwen Restaurant Inc.,"Richmond,  BC V6X 2C2","Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,6711
British Columbia,Low Wage,Zhs Development Ltd,"Vancouver,  BC V6B 6L4",Bakers,Unknown,1,1,6332
British Columbia,Low Wage,Zorbas Bakery And Foods (2005) Ltd.,"Burnaby,  BC V5J 4S1",Administrative assistants,Unknown,1,1,1241
British Columbia,Low Wage,Zorbas Bakery And Foods (2005) Ltd.,"Burnaby,  BC V5J 4S1",Chemical technologists and technicians,Unknown,1,1,2211
British Columbia,Permanent Resident Only,0692505 B.C. Ltd.,"Burnaby,  BC V5H 4P1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,0712261 Bc Ltd,"Coquitlam,  BC V3K 4X8","Supervisors, food, beverage and associated products processing",Unknown,1,1,9213
British Columbia,Permanent Resident Only,0751293 B.C. Ltd.,"Richmond,  BC V6X 2X9","Professional occupations in advertising, marketing and public relations",Unknown,1,1,1123
British Columbia,Permanent Resident Only,"0788403 B.C. Ltd.,","Burnaby,  BC V5H 4P1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,0832305 Bc Ltd Dba Subway,"Surrey,  BC V3Z 7E1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,0835562 Bc Ltd. Dba A & W Food Services,"Surrey,  BC V3S 5K7",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,0852905 B.C. Ltd.,"Vancouver,  BC V6J 1W6",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,0854832 B.C. Ltd.,"Victoria,  BC V8W 3M9",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,0869408 Bc Ltd,"Port Coquitlam,  BC V3C 6N2",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,0912561 B.C. Ltd,"Tsawwassen,  BC V4M 0B3",Food service supervisors,Unknown,2,3,6311
British Columbia,Permanent Resident Only,0945472 Bc Ltd,"New Westminster,  BC V3M 5V2",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,0973081 Bc Ltd,"Surrey,  BC V3Z 0R5",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,0990126 B.C. Ltd.,"Surrey,  BC V3S 3Y2",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,1008904 Bc Ltd.,"Burnaby,  BC V5B 1R9",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1008904 Bc Ltd.,"Burnaby,  BC V5B 1R9",Bakers,Unknown,1,1,6332
British Columbia,Permanent Resident Only,1014153 Bc Ltd.,"Burnaby,  BC V5H 4M1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1016656 B.C. Ltd.,"Burnaby,  BC V5E 1E2",Food service supervisors,Unknown,2,2,6311
British Columbia,Permanent Resident Only,1035035 Bc Ltd.,"Prince George,  BC V2N 5P8",Other services supervisors,Unknown,1,2,6316
British Columbia,Permanent Resident Only,1041956 Bc Ltd,"Victoria,  BC V9B 1X1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1065982 B.C. Ltd.,"Coquitlam,  BC V3K 6R9",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1072552 Bc Ltd,"New Westminster,  BC V3M 1A9",Restaurant and food service managers,Unknown,1,1,0631
British Columbia,Permanent Resident Only,1111708 Bc Ltd,"Delta,  BC V3M 6N4",Other assisting occupations in support of health services,Unknown,1,2,3414
British Columbia,Permanent Resident Only,1129915 Bc Ltd.,"Surrey,  BC V3Z 0R5",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1150197 B.C. Ltd.,"Port Coquitlam,  BC V3B 8A4",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,1151654 Bc Ltd,"Nanaimo,  BC V9S 4K3",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1152151 Bc Ltd.,"Nanaimo,  BC V9T 4T7",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1157170 B.C Ltd.,"Vancouver,  BC V6J 4A3",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1158519 B.C. Ltd.,"Lower Nicola,  BC V0K 1Y0",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,1199842 B.C. Ltd.,"Vancouver,  BC V6H 1G6",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1203638 Bc Ltd,"Merritt,  BC V1K 1R2",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,1204744 B.C. Ltd.,"Sechelt,  BC V0N 3A0",Cooks,Unknown,1,2,6322
British Columbia,Permanent Resident Only,1217456 Bc Ltd.,"Burnaby,  BC V5E 2B1",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,1226668 Bc Ltd.,"Vancouver,  BC V6Z 1L5",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,1228010 Bc Ltd.,"Golden,  BC V0A 1H0",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1233212 Bc Ltd,"Surrey,  BC V3W 3N4",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,1234 Construction Ltd.,"Surrey,  BC V3R 9K2","Plasterers, drywall installers and finishers and lathers",Unknown,1,1,7284
British Columbia,Permanent Resident Only,1234003 B.C. Limited,"Chilliwack,  BC V2R 0J2",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1235321 B.C. Ltd.,"Surrey,  BC V3S 1G2",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,1235321 B.C. Ltd.,"Surrey,  BC V3S 1G2",Retail and wholesale buyers,Unknown,1,1,6222
British Columbia,Permanent Resident Only,1242100 B.C. Ltd,"Abbotsford,  BC V2S 8H6",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1250641B.C. Ltd,"Maple Ridge,  BC V2X 3N1","Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,7205
British Columbia,Permanent Resident Only,1255798 Bc Ltd.,"Kamloops,  BC V2C 6M1",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1255902 B.C. Ltd.,"Nanaimo,  BC V9V 1K8",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1262691 B.C. Ltd.,"Surrey,  BC V3W 4Z9","Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1,1215
British Columbia,Permanent Resident Only,1262691 B.C. Ltd.,"Surrey,  BC V3W 4Z9",Human resources and recruitment officers,Unknown,1,1,1223
British Columbia,Permanent Resident Only,1265467 B.C. Ltd.,"Maple Ridge,  BC V2X 2P9",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1268389 Bc Ltd,"West Kelowna,  BC V4T 2E9",Restaurant and food service managers,Unknown,1,1,0631
British Columbia,Permanent Resident Only,1273140 B.C. Ltd.,"Port Coquitlam,  BC V3B 5M8",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1275715 B.C. Ltd.,"New Westminster,  BC V3L 3X5",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1296391 Bc Ltd.,"Surrey,  BC V3R 7P8",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1297251 B.C. Ltd.,"Maple Ridge,  BC V2X 2T3",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1313450 B.C. Ltd.,"Merritt,  BC V1K 1K1","Accommodation, travel, tourism and related services supervisors",Unknown,1,1,6313
British Columbia,Permanent Resident Only,1335982 B.C. Ltd.,"Surrey,  BC V4N 1P2",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,1353825 Bc Ltd.,"Burnaby,  BC V3J 1N4",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,1372677 B.C. Ltd.,"Abbotsford,  BC V2S 0C4",Graphic designers and illustrators,Unknown,1,1,5241
British Columbia,Permanent Resident Only,1403335 B.C. Ltd.,"Quesnel,  BC V2J 2K3",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,315363 B.C. Ltd.,"Vancouver,  BC V6S 2E9",Food service supervisors,Unknown,1,2,6311
British Columbia,Permanent Resident Only,315363 B.C. Ltd.,"Vancouver,  BC V6S 2E9",Cooks,Unknown,1,1,6322
British Columbia,Permanent Resident Only,632069 Bc Ltd,"Cranbrook,  BC V1C 3S9",Food service supervisors,Unknown,1,2,6311
British Columbia,Permanent Resident Only,632069 Bc Ltd,"Cranbrook,  BC V1C 3S9",Bakers,Unknown,1,2,6332
British Columbia,Permanent Resident Only,634440 Bc Ltd,"Richmond,  BC V7A 1G3",Food service supervisors,Unknown,1,1,6311
British Columbia,Permanent Resident Only,662273 B.C. Ltd.,"Surrey,  BC V3Z 1B8",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,7 Days Laundromat (Merritt) Ltd.,"Merritt,  BC V1K 1B8",Other services supervisors,Unknown,1,1,6316
British Columbia,Permanent Resident Only,7951012 Restaurant Ltd,"Gibsons,  BC V0N 1V9",Cooks,Unknown,1,2,6322
British Columbia,Permanent Resident Only,9443843 Canada Ltd.,"Kitimat,  BC V8C 1T6",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,A Sidhu & Associates Inc.,"Surrey,  BC V3W 1S9",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,A.H.S. Holdings Inc,"Kamloops,  BC V2C 3Z5",Retail sales supervisors,Unknown,1,1,6211
British Columbia,Permanent Resident Only,A.S. Bubber & Associates Inc.,"Surrey,  BC V3W 1R1",Administrative assistants,Unknown,1,1,1241
British Columbia,Permanent Resident Only,Aaa Advanced Windows & Doors Ltd.,"Abbotsford,  BC V2T 0B7",Residential and commercial installers and servicers,Unknown,1,1,7441
British Columbia,Permanent Resident Only,Abhay Enterprises Ltd,"Richmond,  BC V7B 0A4",Retail sales supervisors,Unknown,1,1,6211
